Book.Id,ISBN,Book.Title,Book.Author,Year.Of.Publication,Publisher,Image.URL.S,Image.URL.M,Image.URL.L,oriId
188,0345387651,The Cider House Rules,John Irving,1994,Ballantine Books,http://images.amazon.com/images/P/0345387651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.LZZZZZZZ.jpg,6583
189,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg,6868
190,0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg,7500
191,0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg,7852
192,0446607657,When the Wind Blows,James Patterson,1999,Warner Vision,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg,7862
193,0312980140,Seven Up (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312980140.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312980140.01.LZZZZZZZ.jpg,7971
194,0440212561,Outlander,DIANA GABALDON,1992,Dell,http://images.amazon.com/images/P/0440212561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg,8947
195,080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg,10440
196,080411109X,The Hundred Secret Senses,Amy Tan,1996,Ivy Books,http://images.amazon.com/images/P/080411109X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411109X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411109X.01.LZZZZZZZ.jpg,10715
197,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,http://images.amazon.com/images/P/0061097101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097101.01.LZZZZZZZ.jpg,12715
198,0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,http://images.amazon.com/images/P/0553250426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.LZZZZZZZ.jpg,14954
199,0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,http://images.amazon.com/images/P/0446606189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.LZZZZZZZ.jpg,21287
